epochTimestamp,kWh,dateTime
1782824400,0.090,2026-06-30T13:00:00.000Z
1782826200,0.062,2026-06-30T13:30:00.000Z
1782828000,0.067,2026-06-30T14:00:00.000Z
1782829800,0.083,2026-06-30T14:30:00.000Z
1782831600,0.133,2026-06-30T15:00:00.000Z
1782833400,0.151,2026-06-30T15:30:00.000Z
1782835200,0.154,2026-06-30T16:00:00.000Z
1782837000,0.201,2026-06-30T16:30:00.000Z
1782838800,0.251,2026-06-30T17:00:00.000Z
1782840600,1.059,2026-06-30T17:30:00.000Z
1782842400,1.028,2026-06-30T18:00:00.000Z
1782844200,1.097,2026-06-30T18:30:00.000Z
1782846000,1.004,2026-06-30T19:00:00.000Z
1782847800,0.325,2026-06-30T19:30:00.000Z
1782849600,0.323,2026-06-30T20:00:00.000Z
1782851400,0.322,2026-06-30T20:30:00.000Z
1782853200,0.315,2026-06-30T21:00:00.000Z
1782855000,0.310,2026-06-30T21:30:00.000Z
1782856800,0.341,2026-06-30T22:00:00.000Z
1782858600,0.352,2026-06-30T22:30:00.000Z
1782860400,0.322,2026-06-30T23:00:00.000Z
1782862200,0.324,2026-06-30T23:30:00.000Z
