epochTimestamp,kWh,dateTime
1781308800,1.336,2026-06-13T00:00:00.000Z
1781395200,19.222,2026-06-14T00:00:00.000Z
1781481600,29.770,2026-06-15T00:00:00.000Z
1781568000,20.375,2026-06-16T00:00:00.000Z
1781654400,16.950,2026-06-17T00:00:00.000Z
1781740800,14.425,2026-06-18T00:00:00.000Z
1781827200,19.424,2026-06-19T00:00:00.000Z
1781913600,27.761,2026-06-20T00:00:00.000Z
1782000000,15.366,2026-06-21T00:00:00.000Z
1782086400,15.812,2026-06-22T00:00:00.000Z
1782172800,18.119,2026-06-23T00:00:00.000Z
1782259200,12.377,2026-06-24T00:00:00.000Z
1782345600,10.553,2026-06-25T00:00:00.000Z
1782432000,17.369,2026-06-26T00:00:00.000Z
1782518400,17.073,2026-06-27T00:00:00.000Z
1782604800,20.238,2026-06-28T00:00:00.000Z
1782691200,10.379,2026-06-29T00:00:00.000Z
1782777600,13.680,2026-06-30T00:00:00.000Z
